M1,M2,t_merger,Merger,Type
1.490784880543312e+40,9.649013097687809e+39,1068004968672.0615,No,iso
2.1518294825002082e+40,2.8417596920531676e+39,61975392115.170555,No,iso
4.3520756155735783e+39,3.896323034982899e+39,8513141174.8349695,Yes,iso
6.850862849389722e+39,3.805912523674598e+39,8331046781.71961,Yes,iso
1.99946757615797e+40,8.445008325413426e+39,8332208476.746996,Yes,iso
3.1960864225632113e+40,2.4702123152623773e+40,159589905660.24734,No,iso
8.753070633079671e+39,4.5984802705731486e+39,44197790608.187645,No,iso
1.725733583219657e+40,1.5428733107072516e+40,15284495523.40273,No,iso
1.0139562851015702e+40,7.86596868394779e+39,53030975339.78544,No,iso
3.1871894181701725e+40,2.3652333123162052e+39,110462187793.9818,No,iso
9.138776956861667e+40,2.4425214482562355e+40,39857199794.847435,No,iso
3.953348596473516e+41,3.9346507650189404e+41,14758863186.094992,No,trip
4.844461258696861e+39,3.8363035609028805e+39,11089333457.334764,Yes,iso
2.1846947342835073e+40,1.444336868719975e+40,16379578113.678299,No,iso
1.3109382917411839e+41,1.2122832230286665e+41,14256241324.338503,No,iso
9.503610625893014e+39,7.963779243354428e+39,272725720852.5313,No,iso
5.329475098180198e+39,3.342477450401677e+39,8358451560.231508,Yes,iso
4.3800658738386596e+41,1.178833310956682e+41,31807966999.84564,No,iso
5.904475782095979e+41,4.993111843206574e+40,14604654263.381874,No,iso
1.2964573579243245e+40,1.2645750132930183e+40,42875534816.781654,No,iso
1.7933253965941956e+41,1.6114593290171394e+41,112030617561.35645,No,trip
1.5002891407917484e+40,3.6258258569761497e+39,9664948559.91858,Yes,iso
3.914512466186444e+39,2.7133293153052828e+39,50904984813.197624,No,iso
8.904517418970053e+40,3.749790784852481e+40,13238971546.458626,Yes,iso
2.926464822766569e+40,7.24041041951284e+39,13309760454.698244,Yes,iso
1.0388707218479161e+40,5.2677609565967425e+39,13033257911.257154,Yes,trip
3.982835811033299e+41,4.9285450113256695e+39,29248283646.515316,No,trip
7.435805582658992e+41,2.712953664008688e+40,9468892673.640053,Yes,trip
2.7678806622408822e+42,2.5672235564965618e+39,32497855788.478107,No,iso
7.671194898886231e+40,2.4825692658082635e+40,232799772846.4209,No,iso
3.4526308381250067e+42,3.4319558945830894e+39,55405374849.15124,No,iso
1.318516279927381e+40,9.849351041052314e+39,196709482451.83093,No,iso
1.1356899007650446e+41,6.656710442412757e+39,17287522918.91548,No,iso
1.3683621000951073e+40,2.6512621179919452e+39,28759406332.068233,No,iso
2.4477579708418525e+40,5.9816113979607e+39,19152734837.70855,No,iso
1.8019286586199712e+42,5.858041892501836e+41,15653759614.256983,No,iso
2.2122895701311203e+42,3.45183999329007e+39,86221351895.30444,No,iso
7.059928330396924e+40,6.78505326133963e+40,95219199938.25972,No,iso
4.0809853039406244e+39,3.343607228737301e+39,13712113402.02523,Yes,iso
1.6862393570520848e+41,3.6164769412488616e+40,10936080174.369173,Yes,trip
2.477716867856759e+40,6.946329118749941e+39,201989453370.52335,No,iso
3.750666363062589e+41,2.194484263561688e+40,27440657819.451088,No,iso
1.1255444913111421e+42,2.0988682985719992e+39,63196250389.99096,No,iso
1.1459906547400955e+41,4.994975977460354e+39,62858192305.459435,No,iso
1.47721341828663e+41,7.603012776331329e+39,75083160815.99548,No,iso
9.782722363708895e+40,4.6450271380008535e+39,17872416816.715935,No,iso
1.4630855401996534e+42,3.9695326711313284e+40,11906028569.2407,Yes,iso
1.6617344649524024e+41,1.1302245980664641e+41,9721157764.697512,Yes,trip
8.128246724562877e+40,1.3903334642771527e+40,192815542712.8462,No,iso
1.8283259294318234e+41,5.965625034511622e+40,15953047373.407455,No,trip
3.543493260767558e+41,2.0798456558459316e+39,319794203958.5616,No,iso
1.818140977736174e+42,1.112727156093489e+40,23434665166.648598,No,iso
9.56916601381759e+41,2.1396589453796995e+39,63685987510.0336,No,iso
5.240279098582692e+40,2.998798880704889e+40,149315541977.87766,No,iso
1.3273144287160521e+40,5.10165529680164e+39,35645249999.24451,No,iso
2.350193138223212e+40,7.056736706598786e+39,186100054095.751,No,iso
1.739912301331737e+41,1.356400571966689e+40,152036367799.79745,No,iso
6.265609427078156e+40,5.485130308370781e+39,152033332318.16742,No,iso
5.326537674507576e+40,7.704297404120011e+39,8840959102.827604,Yes,iso
3.096326995527621e+41,1.7556727091136902e+40,29825598801.405754,No,iso
1.4312342644725767e+40,4.45573277786707e+39,9277856900.157087,Yes,iso
9.630795422025873e+39,3.719173791957074e+39,21352979539.99081,No,iso
5.672165111833315e+40,2.809770018479977e+39,21840398077.063957,No,iso
2.722664108803375e+41,1.845984364817625e+41,42273437036.00011,No,trip
3.9628952234095376e+40,1.9440830176998475e+40,36841640704.11729,No,iso
5.362323403288462e+40,4.545973822425028e+39,103008565881.41505,No,iso
4.158572831139596e+40,2.0014842304870586e+40,81505649414.098,No,iso
1.450062020435749e+41,1.0010485676170672e+40,26134363888.526245,No,iso
1.4588912381286497e+40,8.239162712662753e+39,8452538710.765125,Yes,iso
8.937224501786365e+39,5.97782664053636e+39,278983170369.0185,No,iso
3.6135677620346303e+40,1.3680909532945574e+40,31110175182.07827,No,iso
5.338908747282657e+41,1.2482214718848625e+40,15263050665.760303,No,trip
4.685755647000095e+41,1.486895618622927e+41,9300934955.268023,Yes,iso
9.386367879113645e+41,1.4217102331032674e+41,20823740451.209816,No,iso
6.823211524625327e+40,1.782278988917633e+40,138678942044.365,No,iso
1.1853690786282663e+41,1.6621411851532271e+40,67169512862.32341,No,trip
7.890258918163705e+39,3.006933284721381e+39,99778932305.8077,No,iso
1.0386645373016647e+41,2.963606285550204e+39,25092862110.97452,No,trip
3.4478575246569954e+40,1.4298983015907015e+40,10728836895.941536,Yes,iso
4.766224108954906e+40,1.0580628313243269e+40,48397196950.95127,No,iso
2.3063803343677174e+41,8.291838627561216e+39,22045332642.547962,No,iso
1.7394575655516484e+40,9.251811279340838e+39,314987358905.3882,No,iso
2.5942224342721336e+41,7.771377992797679e+40,17885042257.19768,No,iso
3.360045503520628e+42,1.2814990927606644e+40,12601533210.59924,Yes,iso
2.739924297325869e+40,1.5578485225459463e+40,21431335228.706276,No,iso
1.4734823253332323e+41,1.5156343550353599e+40,22372970953.10958,No,iso
1.2052390551060516e+42,3.888160386508017e+41,19207275734.60437,No,trip
2.446181930063657e+41,6.2450474613698e+39,38032202345.3191,No,iso
1.0984382845936858e+40,2.4420384680177564e+39,191542964763.94708,No,iso
6.411040143331341e+40,2.660308818014453e+40,96397722775.70042,No,trip
5.723146359228343e+39,2.136145334755909e+39,195576822538.33624,No,iso
6.228609186586474e+42,2.035739109623175e+39,137843892041.49277,No,iso
1.1045362631602158e+41,4.205910543402237e+39,9909457786.276684,Yes,iso
1.0566336617297626e+40,4.956817714174657e+39,19841096825.359024,No,iso
1.282289937595601e+40,3.6944598908653005e+39,34151102651.03418,No,iso
1.5101972967951697e+40,9.910217848884053e+39,37203569175.28236,No,iso
1.462738133361449e+41,1.176599174297986e+41,86019197446.82668,No,iso
1.3174853571961243e+41,2.526483749713964e+39,33012774896.28186,No,iso
7.860545747936796e+40,7.475715002364906e+39,40613336378.959274,No,iso
8.769508907862998e+40,4.80042814806592e+39,56354383552.30589,No,iso
1.217327683297227e+40,4.6812082891992085e+39,23710411775.748634,No,iso
5.459992740403149e+39,2.2650671650797905e+39,1568026705855.2744,No,iso
2.5480060270075992e+41,2.2713402592883424e+39,90665437145.30956,No,trip
1.624872622306834e+41,5.118714949669561e+40,12518136386.816242,Yes,trip
7.912317840166761e+39,3.928775917673696e+39,76392945686.42827,No,iso
1.9294749838202305e+40,3.2449775800373354e+39,43671626268.75736,No,iso
6.535541715917093e+42,5.1344471129931236e+39,15704420050.480047,No,iso
1.3704917322577582e+40,1.0312955581075579e+40,28112841187.35882,No,iso
2.343583934959812e+42,8.262464390834995e+39,29591947376.939766,No,iso
5.039065577008076e+40,8.065092115601502e+39,15654180183.041874,No,iso
2.207468241083846e+41,8.704546653564624e+39,23033401599.239426,No,iso
3.8078331468451585e+40,6.818692411282833e+39,39497275078.14223,No,iso
1.7716618970086073e+42,1.0185262384691688e+40,29168515109.63586,No,iso
6.249764285921031e+39,5.143089917260646e+39,9242709672.453485,Yes,iso
6.729468167226935e+41,3.4229459123564887e+39,42096200210.079216,No,iso
1.2448575568905423e+42,6.794034999107841e+41,71298434180.53566,No,trip
1.9518135259613542e+41,8.751771387993702e+39,27865864804.353374,No,iso
1.3526638301216131e+42,8.733073556539128e+39,10332519264.094093,Yes,iso
1.0845250643904777e+42,8.621140767937191e+39,37359051256.59843,No,iso
2.6816813996786182e+39,2.3644113985770387e+39,9118688148.737267,Yes,iso
7.119043981808444e+39,6.767372230387116e+39,231086634184.68082,No,iso
1.8331077162373517e+40,8.410352374968163e+39,14557992630.38829,No,iso
7.737456398270572e+39,3.736911311826369e+39,17495176127.874508,No,iso
6.234568767306889e+42,2.9547940145323385e+39,42627747503.11324,No,iso
6.294870685970815e+39,4.201419674518131e+39,8594342345.0338,Yes,iso
7.18931619428425e+39,2.575694069567902e+39,15550056669.097841,No,iso
3.043481613878814e+41,9.197327719105375e+39,20949921987.054974,No,iso
4.881856921606012e+40,6.099588500658225e+39,11249310777.205479,Yes,iso
4.560519718496186e+40,2.275424407971623e+39,76163314261.2521,No,trip
2.2585794129874706e+41,8.513218692426718e+39,20620372462.9491,No,iso
2.153289720999002e+41,2.853368164451703e+39,145842842661.37543,No,iso
1.7341786762784455e+40,7.450888123439572e+39,11578632803.44572,Yes,iso
2.7327021893153934e+41,4.14315135685833e+39,32290731770.93437,No,trip
5.907356716851819e+41,4.024807076201727e+39,38828571811.18834,No,iso
3.923833137455341e+39,2.904151700637997e+39,556756396494.4236,No,iso
2.181853341769413e+41,4.663357791496351e+40,192962345839.14832,No,iso
7.365731081391921e+41,8.667094501738692e+40,12081167968.720007,Yes,trip
7.872916820711877e+40,1.3748611499707836e+40,60595769292.850975,No,iso
8.729147576822835e+41,1.0683805319744121e+40,15412835731.182125,No,iso
4.676632686939932e+40,7.015189108306218e+39,52677591309.400856,No,iso
7.324211727557742e+40,4.051328622630498e+40,9482326321.351614,Yes,trip
6.562882351639193e+42,9.201931565823043e+39,17807481196.48542,No,iso
1.0893237978710402e+42,2.420620695220166e+40,17500679661.074722,No,iso
2.7425284363894823e+40,3.6342427055765467e+39,22479748104.966713,No,iso
1.3546296444255989e+41,2.101551522119106e+39,122491042513.99051,No,trip
1.6342752025050638e+40,1.0952353630121922e+40,96794973506.1929,No,iso
1.4789617502610082e+41,1.3697234829895341e+41,9636066180.56259,Yes,trip
7.932314916707303e+41,1.2852330101599013e+40,22942111270.850338,No,iso
7.780049041523594e+41,4.677141087190962e+39,66826756257.67495,No,iso
1.7876200159992948e+42,4.108947317747316e+39,65762165872.126816,No,iso
3.103896510376302e+42,3.440231520891534e+40,11710872316.120132,Yes,iso
2.396203360941495e+41,2.4663456489087045e+39,120037461224.87462,No,iso
5.888122240687823e+39,5.219265221540088e+39,18110487116.725594,No,iso
1.82746447345091e+40,8.810322150237412e+39,41220812038.448845,No,iso
1.0692984768721066e+40,7.987984744195171e+39,68086335116.115746,No,iso
5.670442199871488e+40,1.9067381948157997e+40,9791864037.28565,Yes,trip
4.1920707587908443e+42,9.971169390090962e+39,20984277788.054985,No,iso
1.637774690899659e+41,1.1302952092124404e+41,10123419579.829203,Yes,iso
3.740837291542661e+41,1.8625469152178714e+40,29327962313.358135,No,iso
5.502105227863529e+42,3.418878710348243e+39,28152238022.886425,No,trip
2.5923131088849293e+41,1.93061888438505e+40,9198546068.871677,Yes,iso
8.563522072820371e+39,5.148851786772328e+39,593693437610.0487,No,iso
2.2549189311800493e+40,2.0915162660529266e+40,163408183963.22958,No,trip
1.276799214884469e+40,8.383011739246064e+39,10915021579.640388,Yes,iso
7.578411853073119e+40,3.169932054093518e+39,23320710036.212162,No,iso
1.1442959872366597e+41,1.8599625472751318e+40,15198724578.843113,No,iso
1.1271459521018888e+40,3.403796169567664e+39,10088687408.328968,Yes,iso
4.633870576936567e+42,6.469534416658268e+39,45785435465.50673,No,iso
1.148425327053365e+42,1.7585197505194623e+40,9240782055.555628,Yes,iso
1.8921103898153096e+40,3.834947826900132e+39,99871898462.52986,No,iso
5.027485349067932e+40,3.1428173740385446e+40,91585353072.35945,No,trip
3.400661034686307e+40,6.050301920766633e+39,44224080220.55323,No,iso
8.951742153399132e+41,1.7604742670400916e+40,16438041337.572622,No,trip
8.167845455226495e+40,3.2722617268426518e+40,101185964027.84004,No,iso
4.554305937650255e+42,8.69296642562448e+41,20172756736.1494,No,trip
5.73195863024621e+39,5.603926500361631e+39,8680687004.2417,Yes,iso
4.441921237714068e+40,2.9364068721200595e+40,10929020223.165642,Yes,trip
4.8095511081260825e+39,2.335206628601161e+39,24277746538.8042,No,iso
3.281977820529017e+40,4.387578899770559e+39,166892776585.5177,No,iso
2.3104277652550903e+40,1.025110021720017e+40,12969153870.545195,Yes,iso
2.0018062173127114e+42,6.058944725034155e+39,21328898171.41186,No,iso
1.573323661298155e+40,2.3611887058746715e+39,174620490304.12363,No,iso
5.323120095042314e+39,3.6457382001415205e+39,179981669855.04477,No,iso
9.798115593531772e+41,5.259965486080938e+39,25913727876.64301,No,iso
1.0969385038531453e+40,3.875139691189952e+39,8699077666.28904,Yes,iso
9.28739929691299e+41,3.9568791537723405e+40,54447302840.7406,No,trip
1.9861729095935157e+41,5.675469713465016e+40,156071273494.12808,No,iso
1.9671022512881846e+42,3.603456245930796e+39,51160605986.30369,No,iso
2.7651720186812243e+40,1.5566509575101851e+40,17349363837.04225,No,iso
5.937860731913664e+41,9.155780120812807e+40,32185101852.23419,No,trip
1.6026668291201465e+41,3.928719428756915e+39,168849257875.51602,No,iso
6.613100998657674e+41,1.9632807760679364e+40,85633812480.15851,No,trip
4.55690442782219e+42,5.852138800698201e+39,29455800620.55004,No,trip
1.083841548497425e+40,2.0898809119121106e+39,36810406958.74609,No,iso
9.884487147290218e+41,1.056413354954316e+41,9513683305.291786,Yes,iso
5.302671107167522e+40,2.7895554596098266e+39,114379258521.85075,No,iso
1.9745390171824287e+40,3.176936679774386e+39,8708345004.766483,Yes,iso
1.1723229632976495e+42,6.077501334196778e+40,21219051154.570206,No,iso
1.182705626202033e+40,6.475155063877997e+39,17262602910.37759,No,iso
3.673897925156946e+40,1.5904595742037303e+40,575061848575.4836,No,iso
8.433315119639718e+39,3.103303376750099e+39,41179079047.701126,No,iso
4.686744203043766e+42,2.4114892618224864e+42,12918647274.992844,Yes,iso
6.46156947939212e+39,3.786960492094507e+39,8667238629.981894,Yes,iso
2.807880464213646e+40,1.0172721845166264e+40,12282060159.181314,Yes,trip
2.6755947188954444e+40,1.0616414042024156e+40,44784253408.98048,No,iso
5.560345301064941e+39,5.0054264270648756e+39,205302988580.5165,No,iso
1.4921208434251876e+40,3.1311524127232277e+39,229589099580.75882,No,iso
1.9734854988844593e+41,2.1028592405425905e+40,79283306034.76509,No,iso
1.480800464502236e+43,3.6633909866356435e+39,17711180770.09451,No,iso
2.0141631678585977e+43,2.4697010905655075e+39,185036366626.1487,No,iso
1.1997624546241146e+40,3.878585515113605e+39,34195046124.529076,No,iso
4.9207495408098646e+41,1.523305549934246e+40,17461235911.961708,No,trip
7.476082180323983e+41,3.072347450354004e+39,109490828482.49721,No,iso
9.789275078055514e+40,5.615619706135339e+39,9404745169.69602,Yes,iso
1.6356733031953984e+40,2.5766176633572743e+39,21978679887.386353,No,iso
2.014411719092435e+43,8.810322150237411e+40,44486543885.123795,No,iso
4.220654150682129e+40,3.1243172537927034e+40,48264462010.8316,No,iso
8.189904377229551e+40,4.5437989991289525e+39,48699885903.180756,No,iso
1.613105980941311e+40,2.1223422679404244e+39,44869438621.3901,No,iso
1.3363724265219167e+40,6.739466705497207e+39,22067185807.12276,No,iso
2.2369159134018823e+40,2.684644243363792e+39,12724149335.558752,Yes,trip
1.953985524811591e+41,8.580496992313122e+39,15052502822.171864,No,iso
7.370278439192807e+40,2.2598984291943115e+40,13725737859.279783,Yes,iso
1.0805764891074721e+40,4.1575560306375344e+39,41843194891.466354,No,iso
8.709630656074931e+40,2.6138438595160817e+39,13240062518.802658,Yes,iso
4.014187159846863e+40,4.2745445772913885e+39,12821612843.968948,Yes,iso
4.815849622347186e+41,2.0240402549577895e+40,13512213916.792147,Yes,iso
6.465297747899679e+40,2.789987599823203e+39,125587361667.99075,No,iso
3.9394805674037325e+39,3.656979494580978e+39,14914680034.151482,No,iso
3.552616220827721e+41,4.595797047026042e+39,42223640069.13684,No,iso
8.380921649325161e+40,5.204041458467555e+40,10689200654.05299,Yes,iso
2.4048405163173398e+41,2.3154919966445244e+40,29124569117.365566,No,trip
2.9684360879349966e+40,6.242110037697179e+39,16880629621.008928,No,iso
1.1465668416912636e+41,5.022373102099233e+40,9854868683.271358,Yes,iso
1.618867850452993e+42,2.999476747706263e+39,55770201436.95856,No,trip
1.9570189796427411e+40,2.5663056115988674e+39,24395719997.129837,No,iso
8.077152499334286e+41,4.770319555421543e+39,14752177722.530914,No,iso
6.159014841112041e+40,1.8481450658845056e+40,45747844313.30349,No,iso
4.969612453825597e+39,2.6157108182157004e+39,9358324227.336872,Yes,iso
3.3353316024288556e+42,3.1647350737496477e+41,25449493334.435844,No,iso
3.095649128526247e+41,4.4523151984018074e+39,78421940869.40797,No,iso
2.2657761009853947e+41,3.969250226547422e+40,46028943971.39341,No,iso
1.3671023972508866e+42,1.2921048868863336e+40,15914958190.82485,No,iso
5.011668452369197e+40,9.544367379350645e+39,402572884145.54987,No,iso
6.312862405965625e+41,1.137692432864938e+40,49806799677.64534,No,iso
1.2706249762802843e+40,1.0577323711611569e+40,88401341425.37448,No,iso
3.470933247162114e+40,1.3449135507392332e+40,49340494936.36857,No,iso
4.740549896277854e+41,5.745431236898525e+39,12003284344.172832,Yes,trip
7.183187146813491e+39,2.4308056469158158e+39,94223082079.87213,No,iso
3.3619943711495794e+41,6.301734089359729e+39,22002992420.32421,No,iso
2.6480676697479685e+40,2.277989004793489e+39,39927992182.72482,No,iso
1.3485090702923563e+41,7.358952411378178e+39,54289101830.763794,No,iso
8.415860044354329e+40,1.20076795734282e+40,13094370899.861444,Yes,iso
7.735112108224153e+40,3.277797640687209e+39,42676269390.89709,No,iso
1.712068914250286e+40,7.107717953993816e+39,50145954889.025154,No,iso
3.544679528019963e+42,2.4437924488838126e+41,10905025103.662113,Yes,iso
2.0236476569861603e+43,3.015830289114419e+39,112493703821.69919,No,iso
4.7716752894242914e+39,2.284688590323739e+39,8750401285.236757,Yes,iso
1.120762704505614e+40,8.25743687724147e+39,179846234773.75024,No,iso
1.4376062142854955e+41,4.411304244818661e+39,14632339056.617046,No,iso
1.3276138199749926e+41,2.6334963536642592e+39,63769176811.95796,No,iso
2.9613467288789566e+43,2.246968116143096e+40,20782644184.9575,No,iso
1.7721448772470864e+40,1.1147748793268073e+40,8821786075.672886,Yes,iso
8.544795996907405e+40,4.764698908201815e+40,9786913213.793488,Yes,trip
1.5820257789282978e+42,7.160252646600324e+39,23908801117.368122,No,iso
4.544476866130327e+40,1.79490426181823e+40,10511768945.024122,Yes,trip
6.362233719232389e+39,2.757424563744683e+39,8762338909.20098,Yes,iso
9.201507898947184e+40,8.238936756995627e+40,55469344331.79421,No,iso
9.113611144435645e+40,2.1561424112964524e+40,16932029647.16376,No,iso
3.2313355066346763e+40,2.6003091150553073e+40,182977385123.163,No,iso
5.283125941961228e+40,5.073580305161387e+39,158398849979.646,No,iso
1.9628090936128136e+41,3.480508118556526e+39,23202563923.218243,No,trip
1.9285231455724675e+41,1.5990458895544718e+40,30779483212.312954,No,iso
8.616734632428258e+39,2.0543013676774755e+39,28930149799.447197,No,iso
1.8152063785093912e+40,4.3138891078294905e+39,40672075540.28667,No,iso
1.1369976191885293e+41,1.194102265162639e+40,25822465760.12117,No,iso
9.317479645098977e+39,3.1550189800632823e+39,435033128602.7784,No,iso
4.797547213310079e+40,2.591248292803604e+40,11289602532.850412,Yes,trip
1.7169495566601811e+41,4.852200240295885e+39,34424345189.70624,No,iso
3.733747932486621e+41,4.409129421522585e+39,29531666193.999878,No,iso
2.5932367026743017e+41,7.668511675339125e+39,73504479501.32115,No,iso
2.401021865542931e+42,9.36447842386093e+40,13150424473.888777,Yes,iso
2.9749040689064435e+41,5.708459240865233e+39,9799774459.366465,Yes,iso
2.5629614677254206e+41,2.5740926087771552e+39,33675103347.145023,No,trip
4.744278164785413e+41,4.021107052152559e+40,38533584899.589226,No,trip
1.426370568737716e+41,3.2992069401472816e+39,44681063291.456,No,iso
1.099011647099015e+40,9.364845601820009e+39,232505327964.4544,No,iso
6.696930551160967e+39,2.604144712504751e+39,58696117047.60505,No,iso
1.4883473837842035e+43,1.264086384162861e+41,22109176377.55261,No,iso
7.309750564861757e+40,4.086718928993916e+39,50631280652.86225,No,iso
3.3534645447156194e+41,4.8304520073351246e+39,22010318838.136784,No,iso
8.586993217742958e+40,6.58833060864912e+39,40292471686.457436,No,iso
4.526089723718048e+40,2.156746842706011e+40,15557894786.054585,No,trip
1.1863830546844888e+40,3.662063497091285e+39,45398000189.718376,No,iso
3.029020451182828e+39,2.800079344806163e+39,62510700900.424,No,iso
1.015456065842111e+42,5.5881943370380695e+41,29240176014.62525,No,iso
2.963916974592501e+43,2.9925568554005667e+39,57809493719.701584,No,iso
1.512665862458508e+41,5.862843450428238e+40,32981251350.886745,No,iso
1.6665727406747118e+41,3.4229459123564887e+39,49732440412.016,No,iso
7.673256744348745e+40,4.831864230254654e+39,68344520638.32055,No,iso
2.861587301843367e+42,7.744263312742706e+39,17970878097.48044,No,iso
3.2800571973584566e+41,4.3277571368992736e+40,17305924317.389732,No,trip
8.060205824299928e+40,7.098651482850433e+40,73331801945.29033,No,trip
2.9274251343518492e+40,2.6377499690978834e+39,107886850681.50937,No,iso
6.13153298309799e+41,2.2329927581314284e+39,51471412265.29201,No,iso
1.687479288775432e+41,9.176003153020475e+39,10545668018.810183,Yes,iso
2.584828327411421e+40,1.199482834486048e+40,15326596468.82653,No,iso
2.8137609604505686e+40,4.103044225943682e+39,47925851919.3355,No,iso
2.1820143351822393e+41,7.530819940684963e+39,35059392470.846176,No,iso
1.4927676415223322e+40,2.8693262834423906e+39,8841795449.074108,Yes,iso
4.1020274254416196e+40,3.730810508814e+40,122615372963.7427,No,iso
1.4450062623838322e+41,4.615144501023601e+39,122193384828.5314,No,iso
4.411784400611301e+39,2.3951074759559398e+39,9331261380.897318,Yes,iso
6.736614015199757e+42,3.025659360634347e+40,13437173906.582012,Yes,iso
1.2570563384694414e+40,5.133853979366921e+39,12968963788.781057,Yes,iso
4.0910968200444585e+40,4.856352175679303e+39,77429085077.554,No,iso
8.453001507137965e+39,3.524230540145171e+39,144476470366.93954,No,iso
2.8405734248007625e+40,3.480084451680667e+39,66238469461.179474,No,iso
1.7089450771522857e+40,8.518811095188056e+39,107120061913.79477,No,iso
1.8430893078325888e+40,1.7616294653882673e+40,31829097037.695736,No,iso
1.1520829844149475e+41,8.222639704504254e+39,14427905970.772274,No,iso
1.3546522399923114e+42,5.0755574172487284e+41,12174725797.743324,Yes,iso
1.9715055623512784e+40,1.5894032314599219e+40,142804942558.8674,No,iso
5.664539108067854e+42,5.284425187047196e+40,21732630569.96712,No,iso
1.836714533573831e+40,2.4861450142405133e+39,8869554857.15929,Yes,iso
5.7584519322165905e+41,6.493203272789589e+39,26155394558.07135,No,trip
2.449396149428507e+41,4.8041281721150884e+39,44843416185.25841,No,iso
2.2645446425995648e+42,5.494931135432317e+40,32124171231.949223,No,iso
2.2761389927689048e+42,9.579559974505329e+40,14582463368.090569,No,iso
4.803535038488885e+39,2.0405886831288407e+39,64636381345.007,No,iso
6.34528704419803e+40,3.488303589072331e+39,10178851658.19321,Yes,iso
3.2788144411892706e+40,1.932242940742509e+40,290239420112.74493,No,trip
9.734763273361662e+40,7.466196619887276e+40,22151910693.41387,No,iso
2.5096218080547777e+41,2.5020579420977755e+41,11173126677.954744,Yes,iso
1.6162015735809206e+41,4.79099449896346e+39,26943226853.52902,No,iso
5.422060432784576e+40,3.725726506303692e+39,132969948900.72966,No,iso
1.0006700918746332e+40,3.071500116602286e+39,17050988425.450647,No,iso
5.844795241516647e+42,2.549793901223724e+39,23187971951.156578,No,trip
8.885141720514104e+40,5.08366357680683e+39,51055049987.45596,No,trip
1.4080399152422182e+42,5.612710526921108e+39,41279614443.055885,No,iso
3.404276325360304e+42,3.8377722727391914e+39,9529008406.705374,Yes,iso
2.0647998328612606e+42,1.8529607460401024e+41,13794573777.797052,Yes,iso
5.717384489716661e+42,1.7355626547395848e+40,38675845326.20167,No,iso
5.604067722653585e+42,6.73774379353538e+39,20066597492.357887,No,trip
2.8632819693468026e+40,1.5736004569903824e+40,11294979113.112347,Yes,iso
3.259438742733321e+40,1.767052401399262e+40,120276324489.69737,No,iso
1.456733361507608e+40,2.4713194980312887e+39,39873158916.62069,No,iso
1.1207937734098437e+40,6.267417072415155e+39,8948325675.325499,Yes,iso
6.186892121543561e+42,6.320177720688789e+41,22306088516.319008,No,iso
9.6580513243728e+41,2.5221905920385934e+40,36084889411.89298,No,trip
3.2474348479173172e+41,1.0578961890198226e+40,27970609924.425125,No,iso
1.3726326622037655e+41,4.2126044800408084e+39,55296026305.21998,No,iso
9.851328153139658e+40,3.130135612221167e+39,90848408836.06575,No,trip
1.1175230651282124e+40,5.97316630490191e+39,20007087353.66273,No,iso
4.00983751325471e+40,8.417018067148344e+39,28543968817.148865,No,iso
2.047466208746951e+41,3.4315039832488395e+39,37282083673.10679,No,iso
4.039748394690353e+41,2.2265445482808554e+39,103183661783.33882,No,iso
5.4982357370640175e+40,3.246022624997787e+39,18063000090.852398,No,iso
7.525227537923624e+40,1.5275958831637778e+40,11439600748.340803,Yes,iso
5.847902131939612e+39,4.70018856523769e+39,133663462001.834,No,iso
1.8109301675090547e+42,4.616923901902209e+39,45914228712.29227,No,iso
7.645068774874928e+40,5.396470953482695e+39,18021864591.106655,No,iso
7.295430624457724e+39,4.0172940502698275e+39,47556549213.03361,No,iso
5.410649671594775e+40,1.989731711350731e+39,141178919609.12872,No,iso
2.890707338444073e+42,1.274816453905449e+41,9664724240.602547,Yes,iso
1.6398450096996895e+40,1.3638429867526118e+40,9138642533.794086,Yes,iso
2.949794745397202e+41,4.900131086184728e+40,69930897628.9102,No,iso
8.996001219697199e+39,3.4794913180544644e+39,1176001426895.463,No,iso
2.7684737958670847e+40,5.861939627759739e+39,50694612585.99511,No,iso
3.04469612558961e+40,1.2445496922940848e+40,33652316486.396866,No,iso
1.5487425091608179e+40,4.104569426696773e+39,35349229924.46854,No,iso
2.588974613903161e+39,2.2050137976497025e+39,29810316826.023376,No,iso
4.232206134163883e+40,8.628936238452995e+39,63064627979.197365,No,iso
2.824643550268466e+40,7.559601043784981e+39,24917015753.798035,No,iso
4.563457142168808e+42,4.6847388464980333e+39,65766388058.401215,No,trip
1.959464949739367e+41,9.846526595213256e+40,71304058301.2099,No,trip
2.904829567639372e+42,4.3354961184982974e+39,66216818365.146614,No,iso
1.6747269158120774e+40,1.300027457464896e+40,104181925515.00922,No,iso
6.345541244323547e+40,4.2221793514352205e+40,68289105758.96029,No,iso
3.842460852832031e+41,2.5259160361003134e+40,27124086772.961246,No,iso
1.3253909810996526e+42,3.069071093180695e+39,31667489972.30501,No,iso
1.7973078652272698e+41,2.138113973505734e+40,21112599961.711285,No,trip
4.868610270620822e+39,3.716829501910654e+39,76476430221.39787,No,iso
1.560955412968912e+41,5.587572958953477e+40,120056022365.98917,No,iso
6.9855889159128725e+40,3.830852380433495e+40,12928102962.979593,Yes,trip
1.2318735793683848e+43,5.770597049324547e+39,70076316843.82446,No,iso
