Unnamed: 0,Mass 1,Mass 2,Mass 3,t_merger,Slingshot_kick,Flag
420,108665046.04586452,13954693.689973228,273513995.7300825,11730444293.108984,1787.9976459415627,No
421,126745455.00483128,114988174.42430824,925644317.171226,9378031109.828997,3181.5575829484574,No
422,21923856.0069932,7269916.264906917,7838156.710838613,8803966537.45797,2298.5953599347486,No
424,8871772.894032815,10229251.04828655,6564060.41110027,8042561874.575475,2399.3790298843314,Tr-ej
426,8871772.894032815,6564060.41110027,10229251.04828655,8287917644.633963,3638.751804450519,No
427,35099761.348419234,16419274.740428384,1119362392.82374,11710921434.725683,1718.8712795077465,No
428,35099761.348419234,16419274.740428384,1119362392.82374,9310825382.622324,1707.6057494903778,No
429,124607164.03430463,12437785.930194246,34502970.27922876,7671346822.611262,3346.7967492746675,No
432,9032570.71026698,7937644.229935909,8027035.313680912,13109516329.85336,987.5080493424091,No
433,31806021.345344946,7636938.020343508,25902539.79945739,13234335146.42582,2910.372522401799,No
434,19924660.924335532,19613639.202451944,25768062.66473695,8909865915.108545,873.2928776803716,No
436,19924660.924335532,19613639.202451944,25768062.66473695,8190109999.5237,2147.137856223631,No
437,3658038.841517676,2648446.93644884,5223080.552277105,8454193527.6960125,1776.6518867649613,No
440,316754643.8208819,264164497.78922305,517999674.7974906,9295293980.87066,211.27734212415632,No
444,5261460.286841829,3797722.326557544,168996719.38695806,12765074038.139408,1413.1918622762535,No
445,5261460.286841829,3797722.326557544,168996719.38695806,9183618642.374552,4600.516305781996,No
446,5261460.286841829,3797722.326557544,168996719.38695806,10629228759.948906,13137.383356886128,No
447,26161552.96690496,3836191.0232795784,331190060.1842051,9431959954.380615,5571.450099570829,No
449,29036856.38796901,21758457.19909137,164909864.12058604,9277839824.610004,3521.970882991822,No
450,132622711.1944534,7873174.727123775,1486902460.3424098,7498376610.230662,6652.651165712139,No
451,229320650.3865281,41890834.49355363,61892426.73935958,12018197862.283665,1381.9363870488567,No
453,121268426310.76454,558619721.6684316,514223806.7803621,7815310591.957469,177.01863477651995,Tr-ej
454,64253628.32201951,5848860.739485165,133670129.9088079,12216425163.927876,7140.246952436581,No
455,386747593.592237,25017149.160616867,60457199.28358398,8068419683.988581,1408.060943455583,No
457,2521895138.478342,112522286.94339947,231035125.5291609,13616952241.879398,537.9175053042369,No
460,581024879.0159764,15239227.23300823,469224377.82412535,9372246847.901709,1409.2382576598025,No
463,105245739.94631374,2849168.615358385,1402906082.350343,7521557371.120993,4804.970278783286,No
464,194469574.7568769,110422057.98615009,182281129.05231944,13342646396.835468,442.59600565599453,No
466,13347076.818276316,12680696.792552002,485573218.9227148,11381688359.547874,1468.1357389711266,No
467,13347076.818276316,485573218.9227148,12680696.792552002,10470191681.303783,5036.958528972706,Tr-ej
468,13347076.818276316,485573218.9227148,12680696.792552002,7865048196.310087,554.4220399766256,Tr-ej
469,488300489.7157759,69222921.61638026,200370930.7334566,9268226282.045893,1208.5102538667568,No
471,23912293.36240792,13357314.16479694,218608415.85715908,8414432381.770017,1337.172235068507,No
472,23912293.36240792,13357314.16479694,218608415.85715908,13254457080.883154,3283.6366828998025,No
473,144040314.80610842,25735117.896780092,81692942.29798059,8895141515.159235,4528.173437594467,No
477,65475535.432962,16475934.06118177,201242831.0578321,11099788932.876396,3776.1007652369935,No
478,65475535.432962,16475934.06118177,201242831.0578321,13469442090.186735,5037.26914003546,No
479,15887279.185176048,4490229.869209258,34888225.25968975,11143916725.844484,19951.742039599623,No
481,78353391.27713357,59267637.5543832,220214473.29505575,10544133528.293808,533.2603585126856,No
482,43220509.48267353,41335175.54090201,4957264.555990733,9513759464.758898,3607.385738541508,Tr-ej
483,80218567.10320434,8248205.469253336,145212584.96845058,9675843647.896212,2248.0178467174246,No
485,3992127.7648903104,1328622.7307731411,278171704.303293,10553240664.23423,13449.821021058,No
486,4852435.687116954,3788790.318348551,55997159.31811449,8078477939.74944,3879.7082771181167,No
488,6350790002.777973,2581421.3740535006,3285842994.4279003,11150803179.46481,18504.173060025732,No
491,460230804.0236827,46032077.027716465,298534978.9800736,9119471039.223175,1018.5425538317915,No
493,34594482033.64611,1089906646.1974869,1163078111.8561437,10945342813.503551,368.4000177958222,No
494,34594482033.64611,1089906646.1974869,1163078111.8561437,12044622478.6358,130.26907040694726,No
497,27890170.16239189,25250744.605828226,57645391.73912838,8888190100.33009,29997.468879699358,No
499,18887996.403583687,6882900.443399957,172873409.75429493,9351703769.112225,2643.167892875841,No
501,11295833.682646858,7658650.326466796,247398166.9587665,9718808804.762018,3260.462585034795,No
503,11295833.682646858,7658650.326466796,247398166.9587665,13250723825.171234,3424.738461923835,No
504,120427949.20424254,30781773.53651582,6008628.663744896,12080117817.94324,3524.88613471645,Tr-ej
505,547182310.0752883,16244610.66893296,360219796.8799808,11262494764.881992,2252.5418534207324,No
506,108551833.11685535,24120398.256963685,13027894.88589041,10893708717.31539,1458.6038807691525,Tr-ej
507,122653948.52259852,11809691.089030595,182041143.45815092,12509800246.937769,2445.312393534161,No
509,370889291.40038246,6576712.906035408,107938846.10140212,11148072697.810951,1651.5046762006496,No
512,339105269261.7787,3016434314.3945074,147934788.42418346,9253434980.005806,444.33362637082735,Tr-ej
513,339105269261.7787,3016434314.3945074,147934788.42418346,12223680190.134518,445.9766588791938,Tr-ej
516,279346053.8021402,7077586.981627745,83765054.59981868,10223392535.76573,7557.018071221226,No
517,279346053.8021402,7077586.981627745,83765054.59981868,12744455529.251083,5077.317339512999,No
518,340883761.41442287,24514741.44927484,814434424.8203146,10803729096.084637,917.4926477901214,No
519,7327788957.078499,39834768.56576336,236299188.2367494,10335713797.713917,1733.7636171240795,No
520,1754068198.1777992,2937508.874608197,8027787931.224754,10325368034.182882,5579.794939254092,No
521,7819775.310745574,2526835.301628792,8788059.453484276,12213599589.84275,9789.904931519015,No
523,124416143484.42458,527336392.4404352,1252976147.418414,12724480353.517857,397.5571717563847,No
524,171237660102.45624,551461334.8033208,1583393709.5953522,11860285688.37298,285.794872335691,No
525,553350908.0273441,18441685.883710843,275798828.9905384,11086238319.908728,3517.998835427733,No
528,10891025.488794478,6823273.253464254,21588763.243451532,13113303143.168568,6498.7803117726135,No
530,257969561.012422,53389694.5369775,55550558.90766489,13736609101.743618,1592.9997094796506,No
